epoch,train_loss,val_loss,train_acc,val_acc
0,2.0051197471618654,1.8896323175430298,0.554625,0.6235833333333334
1,1.86882594426473,1.8568310998280844,0.6284375,0.6293333333333333
2,1.840819330851237,1.8295983152389526,0.6537916666666667,0.6798333333333333
3,1.8160603367487589,1.8101534039179483,0.6886458333333333,0.6934166666666667
4,1.8007720874150595,1.7986155538558959,0.6991666666666667,0.6995833333333333
5,1.790923548380534,1.7906640911102294,0.7047083333333334,0.7039166666666666
6,1.7838235680262249,1.7846394685109457,0.7088333333333333,0.7074166666666667
7,1.7783221311569213,1.7797985995610555,0.7118125,0.71
8,1.7738580563863118,1.7757622073491415,0.7141458333333334,0.71325
9,1.7701234734853108,1.7723109134038288,0.7166875,0.71425
10,1.7669302587509155,1.769305593172709,0.71875,0.7160833333333333
11,1.7641533260345459,1.7666509351730346,0.7204583333333333,0.7176666666666667
12,1.76170445728302,1.7642783203125,0.7221666666666666,0.71975
13,1.7595178016026816,1.762135749499003,0.7236458333333333,0.7205
14,1.7575409196217855,1.760180151939392,0.7249791666666666,0.7226666666666667
15,1.7557266228993733,1.758367561976115,0.7260416666666667,0.7235
16,1.75401127243042,1.7566123317082722,0.7270416666666667,0.7244166666666667
17,1.7520649852752685,1.7536484053929646,0.7282083333333333,0.726
18,1.7179231424331665,1.712457784016927,0.772875,0.7810833333333334
19,1.70492014280955,1.707165779431661,0.7873125,0.785
20,1.7006930300394694,1.7035624084472656,0.7896666666666666,0.7864166666666667
21,1.6976036856969197,1.700805151939392,0.7906666666666666,0.788
22,1.695135464668274,1.698549744606018,0.7915416666666667,0.78925
23,1.6930599085489908,1.6966259756088258,0.7927708333333333,0.79
24,1.6912558889389038,1.6949381278355917,0.7937916666666667,0.7914166666666667
25,1.6896516456604005,1.6934288161595663,0.794625,0.7924166666666667
26,1.6882015104293824,1.6920606622695922,0.7954166666666667,0.79325
27,1.6868744484583538,1.6908075593312581,0.7961875,0.7935833333333333
28,1.68564848168691,1.6896516065597533,0.7968958333333334,0.79425
29,1.6845076370239258,1.688578945795695,0.7974791666666666,0.7945833333333333
30,1.6834399849573771,1.6875788997014363,0.7983125,0.7955
31,1.682436235109965,1.6866432030995686,0.7990208333333333,0.79625
32,1.68148921585083,1.6857647326787313,0.7999583333333333,0.7968333333333333
33,1.6805931158065797,1.684937107404073,0.8004375,0.7973333333333333
34,1.6797430928548176,1.6841554524103801,0.800875,0.7976666666666666
35,1.6789349692662556,1.6834149220784504,0.8017916666666667,0.7983333333333333
36,1.678165223121643,1.6827115615208943,0.8023541666666667,0.799
37,1.67743071047465,1.6820422264734904,0.802875,0.7990833333333334
38,1.6767286860148112,1.6814033692677817,0.8035208333333334,0.7990833333333334
39,1.6760564721425375,1.6807928876876832,0.8039375,0.7994166666666667
40,1.6754118954340618,1.6802081451416016,0.8045416666666667,0.7996666666666666
41,1.674792862256368,1.6796472177505493,0.804625,0.79975
42,1.6741976359685262,1.6791082719167074,0.8048958333333334,0.8003333333333333
43,1.6736245164871215,1.6785897671381633,0.8053541666666667,0.8008333333333333
44,1.6730719979604085,1.6780903447469075,0.8057083333333334,0.8014166666666667
45,1.672538863182068,1.677608516375224,0.8060208333333333,0.8014166666666667
46,1.6720237474441528,1.6771434965133667,0.806375,0.8015833333333333
47,1.6715256439844768,1.6766939601898194,0.8066458333333333,0.802
48,1.671043524424235,1.676259266535441,0.8070625,0.8023333333333333
49,1.6705765053431194,1.6758381121953327,0.8072916666666666,0.8025
50,1.6701238419214885,1.6754301335016886,0.8075625,0.8025
51,1.669684623082479,1.6750346873601278,0.808,0.8028333333333333
52,1.669258181889852,1.6746508487065632,0.8082916666666666,0.8029166666666666
53,1.6688440205256143,1.6742781143188477,0.8088125,0.80375
54,1.6684413321812948,1.6739160254796346,0.8090625,0.8039166666666666
55,1.668049724896749,1.6735640773773193,0.8093125,0.8038333333333333
56,1.6676685956319173,1.6732216323216755,0.8096041666666667,0.80375
57,1.667297459602356,1.6728885237375895,0.8097916666666667,0.804
58,1.6669359146753946,1.6725643243789672,0.8100416666666667,0.804
59,1.6665834894180298,1.6722484588623048,0.8103333333333333,0.8041666666666667
60,1.6662398335138957,1.6719406096140543,0.8106875,0.8045
61,1.6659044904708862,1.671640461285909,0.8111458333333333,0.8045833333333333
62,1.6655771115620932,1.6713477652867634,0.8113333333333334,0.8050833333333334
63,1.6652573792139689,1.6710622975031535,0.8114583333333333,0.8051666666666667
64,1.6649449167251587,1.6707836186091105,0.8116041666666667,0.80575
65,1.6646395152409872,1.6705114692052205,0.8119583333333333,0.8056666666666666
66,1.664340794245402,1.670245724995931,0.8120833333333334,0.806
67,1.6640484873453776,1.6699860417048136,0.8123333333333334,0.8059166666666666
68,1.663762336095174,1.6697320963541666,0.8124166666666667,0.80625
69,1.6634821211496988,1.6694839763641358,0.8125208333333334,0.8066666666666666
70,1.6632074801127117,1.669241169611613,0.81275,0.807
71,1.6629382441838583,1.6690037082036335,0.813,0.807
72,1.6626742041905722,1.6687713740666708,0.8131875,0.8073333333333333
73,1.6624151004155476,1.668544013341268,0.8134791666666666,0.8071666666666667
