epoch,train_loss,val_loss,train_acc,val_acc
74,1.6621607739130655,1.6683212671279908,0.8135833333333333,0.80725
75,1.661911018371582,1.668103273709615,0.8137291666666666,0.8073333333333333
76,1.6616655826568603,1.667889638900757,0.8137708333333333,0.8074166666666667
77,1.661424262046814,1.6676802883148194,0.8141458333333333,0.80775
78,1.661187063852946,1.6674751780827841,0.8141666666666667,0.80775
79,1.6609536619186402,1.6672738780975342,0.8142708333333334,0.8078333333333333
80,1.6607239100138347,1.6670763889948528,0.8144166666666667,0.80775
81,1.6604976733525594,1.6668828172683716,0.8144791666666666,0.8081666666666667
82,1.660274876912435,1.6666927048365274,0.814625,0.8084166666666667
83,1.6600552336374919,1.666505927403768,0.8146875,0.8084166666666667
84,1.6598388586044313,1.666322634379069,0.8147083333333334,0.8085
85,1.6596255861918132,1.6661423015594483,0.8148541666666667,0.8086666666666666
86,1.659415320078532,1.6659651390711467,0.8150625,0.80875
87,1.65920804977417,1.6657911036809285,0.81525,0.8089166666666666
88,1.6590038162867229,1.6656196978886921,0.815375,0.8091666666666667
89,1.6588026103973388,1.665451250076294,0.8155625,0.8089166666666666
90,1.65860431321462,1.665285615603129,0.815625,0.8090833333333334
91,1.658409068743388,1.6651227493286134,0.8158333333333333,0.8090833333333334
92,1.6582168060938518,1.6649624500274658,0.816,0.8093333333333333
93,1.658027582168579,1.664804938952128,0.8160833333333334,0.8094166666666667
94,1.6578413295745849,1.6646499884923298,0.8162083333333333,0.8095
95,1.6576580909093221,1.664497615178426,0.8163333333333334,0.8098333333333333
96,1.657477778752645,1.6643478285471598,0.8164791666666666,0.8098333333333333
97,1.6573004554112751,1.664200642267863,0.8166666666666667,0.81
98,1.6571259441375732,1.664055840174357,0.8168125,0.8101666666666667
99,1.6569543285369872,1.6639133443832397,0.8169166666666666,0.8105
